City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Timra,SE,62.487,17.3257,44.67,87,20,3.44,few clouds
350,Lagoa,PT,39.05,-27.9833,66.38,73,58,6.82,broken clouds
351,Verkhnyaya Inta,RU,65.9811,60.3094,25.65,96,100,9.4,light snow
352,Katsuura,JP,35.1333,140.3,66.11,55,70,13.27,broken clouds
353,Port Blair,IN,11.6667,92.75,84.24,89,40,5.75,scattered clouds
354,Santa Ines,BR,-3.6667,-45.38,76.96,85,21,3.98,few clouds
355,Taltal,CL,-25.4,-70.4833,58.05,85,36,1.5,scattered clouds
356,Umm Lajj,SA,25.0213,37.2685,75.94,58,0,8.57,clear sky
357,Kafue,ZM,-15.7691,28.1814,71.44,58,43,6.02,scattered clouds
358,Atar,MR,20.5169,-13.0499,82.44,21,63,5.66,broken clouds
359,Port Hardy,CA,50.6996,-127.4199,51.8,76,90,26.46,light rain
360,Biak,ID,-0.9131,122.8766,85.17,61,42,2.1,scattered clouds
361,Namatanai,PG,-3.6667,152.4333,85.33,66,46,5.35,light rain
362,La Ronge,CA,55.1001,-105.2842,41.25,70,75,13.8,broken clouds
363,Kambarka,RU,56.2694,54.2062,38.84,74,100,5.03,overcast clouds
364,Changping,CN,40.2186,116.2197,56.84,39,97,2.55,overcast clouds
365,Ostrovnoy,RU,68.0531,39.5131,29.8,72,99,7.7,light snow
366,Port Hedland,AU,-20.3167,118.5667,91.45,31,0,11.5,clear sky
367,Waingapu,ID,-9.6567,120.2641,87.89,62,96,9.86,overcast clouds
368,Douentza,ML,14.9951,-2.9517,84.76,49,53,3.78,broken clouds
369,Bonfim,BR,3.0833,-59.95,78.57,80,47,5.79,scattered clouds
370,Namibe,AO,-15.1961,12.1522,61.68,86,35,5.48,scattered clouds
371,Parati,BR,-23.2178,-44.7131,67.33,97,100,2.48,overcast clouds
372,Eqbaliyeh,IR,35.3022,51.5358,55.22,44,0,1.7,clear sky
373,Broken Hill,AU,-31.95,141.4333,64.11,27,0,11.5,clear sky
374,Macamic,CA,48.7502,-78.9996,35.83,83,100,5.01,overcast clouds
375,Bayeux,BR,-7.125,-34.9322,79.43,83,20,4.61,few clouds
376,Boyolangu,ID,-8.1181,111.8935,86.85,58,37,7.02,scattered clouds
377,Aksu,CN,41.1231,80.2644,51.19,38,0,1.14,clear sky
378,Yerbogachen,RU,61.2767,108.0108,36.75,85,100,13.71,overcast clouds
379,Barcelona,ES,41.3888,2.159,62.55,85,40,5.01,scattered clouds
380,Constitucion,CL,-35.3333,-72.4167,54.36,83,0,10.87,clear sky
381,Kalmunai,LK,7.4167,81.8167,82.11,73,82,8.88,broken clouds
382,Katete,UG,-0.7818,29.7544,59.79,95,100,2.42,overcast clouds
383,Gizo,SB,-8.103,156.8419,83.7,71,46,3.83,light rain
384,Inhambane,MZ,-23.865,35.3833,73.51,87,100,6.49,light rain
385,Saint-Augustin,CA,51.226,-58.6502,39.83,64,100,20.42,overcast clouds
386,Lorengau,PG,-2.0226,147.2712,83.64,75,35,6.49,scattered clouds
387,Rundu,NA,-17.9333,19.7667,71.29,66,8,5.17,clear sky
388,Sembakung,ID,3.8167,117.25,82.33,62,100,1.7,overcast clouds
389,Rocha,UY,-34.4833,-54.3333,59.97,51,0,15.26,clear sky
390,Lugovoy,KZ,42.9472,72.7644,48.42,47,1,1.52,clear sky
391,Union,US,40.6334,-74.2663,60.98,73,90,0.0,overcast clouds
392,Camana,PE,-16.6228,-72.7111,60.67,85,49,7.38,scattered clouds
393,Juneau,US,58.3019,-134.4197,44.22,91,75,4.61,broken clouds
394,Beloha,MG,-25.1667,45.05,73.26,83,67,8.97,broken clouds
395,Champua,IN,22.0833,85.6667,74.91,63,21,3.49,few clouds
396,Biri,PH,12.6833,124.3636,82.96,76,99,6.15,overcast clouds
397,Ballina,AU,-28.8667,153.5667,69.98,91,90,6.91,light rain
398,Toamasina,MG,-18.1667,49.3833,73.4,94,75,2.3,light rain
399,Nancha,CN,47.1333,129.2667,54.73,48,85,5.06,overcast clouds
400,Pasni,PK,25.2631,63.471,77.65,67,0,2.8,clear sky
401,Tzaneen,ZA,-23.8332,30.1635,52.02,80,96,5.12,overcast clouds
402,Pinotepa Nacional,MX,16.3167,-98.0167,73.65,96,66,2.75,broken clouds
403,Plavinas,LV,56.6178,25.7255,35.33,93,47,7.09,scattered clouds
404,Jiangyou,CN,31.7667,104.7167,59.47,82,100,1.28,overcast clouds
405,Xacmaz,AZ,41.4635,48.806,53.02,78,31,6.11,scattered clouds
406,Mayo,US,38.8876,-76.5119,65.28,85,1,4.0,clear sky
407,Tazmalt,DZ,36.3868,4.3989,59.5,85,71,3.56,broken clouds
408,Shenjiamen,CN,29.9576,122.298,66.49,76,99,15.39,overcast clouds
409,High Level,CA,58.5169,-117.136,39.31,100,90,8.05,overcast clouds
410,Ouadda,CF,8.0777,22.4007,68.38,89,100,0.47,overcast clouds
411,Te Anau,NZ,-45.4167,167.7167,64.02,74,100,3.91,overcast clouds
412,Lixourion,GR,38.2019,20.4314,61.66,88,100,15.08,overcast clouds
413,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.71,98,93,2.46,overcast clouds
414,Lake Cowichan,CA,48.825,-124.0546,51.98,96,99,3.78,light rain
415,Waipawa,NZ,-41.4122,175.5153,63.23,70,43,8.55,scattered clouds
416,Solnechnyy,RU,50.7214,136.6319,48.76,58,0,3.8,clear sky
417,Vila Velha,BR,-20.3297,-40.2925,78.75,83,75,5.75,broken clouds
418,Goderich,CA,43.7501,-81.7165,47.91,76,100,6.91,overcast clouds
419,Grindavik,IS,63.8424,-22.4338,43.27,93,90,5.75,light rain
420,Kokopo,PG,-4.352,152.2633,85.1,64,100,5.3,overcast clouds
421,Ilebo,CD,-4.3167,20.5833,70.99,98,100,1.01,overcast clouds
422,Avera,US,33.194,-82.5271,66.7,59,100,5.03,overcast clouds
423,Sovetskiy,RU,61.3614,63.5842,30.33,95,100,2.33,overcast clouds
424,Curup,ID,-3.4667,102.5333,70.57,97,100,0.69,overcast clouds
425,Terra Santa,BR,-2.1042,-56.4869,76.35,87,26,2.06,scattered clouds
426,Masterton,NZ,-40.9597,175.6575,69.96,72,73,4.72,broken clouds
427,Geilo,NO,60.5333,8.2076,43.39,79,100,5.35,overcast clouds
428,Borba,BR,-4.3878,-59.5939,76.03,92,77,3.0,broken clouds
429,Dayong,CN,25.0209,118.2898,73.89,58,53,3.89,light rain
430,Ambilobe,MG,-13.2,49.05,75.97,79,9,5.7,clear sky
431,Akdagmadeni,TR,39.6603,35.8836,39.99,95,100,9.37,overcast clouds
432,Kochevo,RU,59.5994,54.3125,29.39,93,100,7.85,light snow
433,Fort Nelson,CA,58.8053,-122.7002,27.99,93,1,2.3,clear sky
434,Pescara,IT,42.3333,13.95,47.86,87,62,1.88,broken clouds
435,Jaru,BR,-10.4389,-62.4664,72.18,96,100,6.89,moderate rain
436,Hofn,IS,64.2539,-15.2082,41.7,75,100,17.67,overcast clouds
437,Joao Pinheiro,BR,-17.7425,-46.1725,69.67,86,95,3.22,overcast clouds
438,Kloulklubed,PW,7.0419,134.2556,88.3,73,99,8.52,overcast clouds
439,Kirakira,SB,-10.4544,161.9205,84.92,72,55,11.1,broken clouds
440,San Policarpo,PH,12.1791,125.5072,83.93,72,79,5.41,moderate rain
441,Kamina,CD,-8.7386,24.9906,63.39,96,100,3.94,overcast clouds
442,Imaichi,JP,36.7167,139.6833,56.79,54,97,5.44,moderate rain
443,Charleston,US,32.7766,-79.9309,73.02,92,90,3.0,overcast clouds
444,Villazon,BO,-22.0866,-65.5942,40.8,68,3,11.1,clear sky
445,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,20,6.55,few clouds
446,Ayan,RU,56.45,138.1667,42.15,68,76,3.0,broken clouds
447,Egvekinot,RU,66.3167,-179.1667,3.52,86,20,6.73,few clouds
448,Quelimane,MZ,-17.8786,36.8883,76.95,88,0,8.01,clear sky
449,Kedrovyy,RU,56.1667,91.8167,43.21,94,100,10.45,light rain
450,Tiznit,MA,29.5833,-9.5,62.65,64,98,0.58,overcast clouds
451,Owando,CG,-0.4819,15.8999,70.5,99,77,1.23,broken clouds
452,Mtwara,TZ,-10.2667,40.1833,76.3,89,27,6.69,scattered clouds
453,Ranong,TH,9.9658,98.6348,82.33,72,95,4.94,overcast clouds
454,Olinda,BR,-8.0089,-34.8553,82.13,69,75,4.61,broken clouds
455,Mandalgovi,MN,45.7625,106.2708,40.26,37,3,15.57,clear sky
456,Gurupa,BR,-1.405,-51.64,75.15,89,59,3.4,broken clouds
457,Hinton,CA,53.4001,-117.5857,45.1,84,100,3.15,overcast clouds
458,Saryagash,KZ,41.4511,69.1701,42.76,33,0,2.95,clear sky
459,Burns Lake,CA,54.2331,-125.7533,38.62,75,100,8.46,overcast clouds
460,Kapoeta,SS,4.7717,33.5903,78.8,46,21,5.64,few clouds
461,Oranjestad,AW,12.524,-70.027,82.35,69,20,18.41,few clouds
462,Southbridge,US,42.0751,-72.0334,51.57,85,99,1.86,overcast clouds
463,Det Udom,TH,14.906,105.0784,81.03,72,97,7.56,overcast clouds
464,Kiama,AU,-34.6833,150.8667,73.0,58,14,10.71,few clouds
465,Aripuana,BR,-9.1667,-60.6333,72.99,92,18,4.52,moderate rain
466,Santa Rosa,PH,14.3122,121.1114,78.78,66,100,10.25,heavy intensity rain
467,Yulara,AU,-25.2406,130.9889,84.04,21,0,13.8,clear sky
468,Douglas,US,41.3,-96.167,45.99,95,90,1.01,light intensity drizzle
469,Lashio,MM,22.9333,97.75,70.41,95,84,1.14,broken clouds
470,Lakhnau,IN,26.85,80.9167,73.38,88,20,5.75,mist
471,Tura,IN,25.5198,90.2201,75.38,75,0,2.28,clear sky
472,Tyrma,RU,50.0833,132.1667,49.23,47,4,4.36,clear sky
473,Pangody,RU,65.85,74.4859,20.98,87,49,12.64,scattered clouds
474,Makakilo City,US,21.3469,-158.0858,82.72,62,20,10.36,few clouds
475,Siilinjarvi,FI,63.0833,27.6667,33.82,100,90,6.91,moderate rain
476,Muyezerskiy,RU,63.9333,31.65,27.63,94,100,7.38,light snow
477,Dargaville,NZ,-35.9333,173.8833,66.31,77,45,5.53,scattered clouds
478,Chicama,PE,-7.8447,-79.1469,59.54,81,39,5.97,scattered clouds
479,Dukat,RU,62.55,155.55,17.4,92,100,7.27,overcast clouds
480,Shakiso,ET,5.75,38.9167,53.26,85,29,3.53,scattered clouds
481,Ronne,DK,55.1009,14.7066,48.11,81,3,13.8,clear sky
482,Novoagansk,RU,61.9449,76.6625,29.14,84,100,2.48,overcast clouds
483,Sicamous,CA,50.8331,-118.9856,55.29,80,100,4.97,light rain
484,Fochville,ZA,-26.4886,27.4939,58.46,80,3,7.47,clear sky
485,Usevya,TZ,-7.1,31.2333,74.16,54,100,4.14,overcast clouds
486,Grootfontein,NA,-19.5667,18.1167,65.77,27,16,3.44,few clouds
487,Sobradinho,BR,-12.8333,-39.1,71.89,99,97,1.3,overcast clouds
488,Puerto Madero,MX,14.7208,-92.4215,81.61,80,100,8.32,overcast clouds
489,Nabire,ID,-3.3667,135.4833,81.64,82,100,3.18,overcast clouds
490,Ploufragan,FR,48.4914,-2.7946,52.74,96,11,3.0,few clouds
491,Poum,NC,-20.2333,164.0167,75.78,70,14,6.51,few clouds
492,Edd,ER,13.9297,41.6925,84.02,57,6,9.51,clear sky
493,Frontera,MX,26.9333,-101.45,79.95,65,0,3.02,clear sky
494,Ambovombe,MG,-25.1667,46.0833,72.19,89,41,4.56,scattered clouds
495,Shimoda,JP,34.6667,138.95,64.51,65,100,15.97,overcast clouds
496,Nizhniy Kuranakh,RU,58.8353,125.4869,37.36,83,96,9.8,overcast clouds
497,Solihull,GB,52.4143,-1.7809,52.18,95,40,1.01,scattered clouds
498,Bere,TD,9.3202,16.1552,76.23,72,61,3.58,broken clouds
499,Alofi,NU,-19.0595,-169.9187,80.49,57,26,18.41,scattered clouds
500,Limon,CR,10.0,-83.0333,79.38,85,75,2.82,broken clouds
501,Le Port,RE,-20.9373,55.2919,73.62,91,57,8.16,broken clouds
502,Pacific Grove,US,36.6177,-121.9166,66.31,88,90,3.0,overcast clouds
503,Zhuhai,CN,22.2769,113.5678,75.78,64,20,17.27,few clouds
504,Klaksvik,FO,62.2266,-6.589,49.12,86,89,23.6,overcast clouds
505,Fairbanks,US,64.8378,-147.7164,26.22,91,90,0.0,light snow
506,Meulaboh,ID,4.1363,96.1285,81.48,73,89,2.51,overcast clouds
507,Ilhabela,BR,-23.7781,-45.3581,67.57,88,100,3.53,overcast clouds
508,Monte Patria,CL,-30.6919,-70.9467,69.46,34,0,0.69,clear sky
509,Roros,NO,62.5747,11.3842,33.64,100,75,1.14,light snow
510,Trapani,IT,37.8333,12.6667,66.38,100,40,4.61,scattered clouds
511,Oda,JP,35.1833,132.5,52.57,53,100,4.18,light rain
512,Samarai,PG,-10.6167,150.6667,83.79,69,34,11.7,scattered clouds
513,Belmonte,BR,-15.8631,-38.8828,77.5,93,88,6.62,overcast clouds
514,Payakumbuh,ID,-0.2202,100.6308,79.3,79,98,1.45,overcast clouds
515,Aksha,RU,50.2814,113.2867,45.1,47,27,13.13,scattered clouds
516,Pedro Carbo,EC,-1.8333,-80.2333,76.48,78,100,6.42,overcast clouds
517,Linjiang,CN,41.8069,126.9078,54.01,51,0,3.76,clear sky
518,Bell Ville,AR,-32.6259,-62.6887,66.67,32,0,9.62,light rain
519,Esil,KZ,51.9556,66.4042,43.0,54,99,9.71,overcast clouds
520,Terrace,CA,54.5163,-128.6035,49.91,61,90,13.8,overcast clouds
521,Sampit,ID,-2.5333,112.95,88.21,63,19,2.89,few clouds
522,Yangambi,CD,0.8102,24.4336,69.49,98,100,0.92,overcast clouds
523,Dublin,US,37.7021,-121.9358,60.87,92,90,7.0,heavy intensity rain
524,Kalininsk,RU,51.5,44.4758,36.54,76,93,15.82,overcast clouds
525,Rio Gallegos,AR,-51.6226,-69.2181,39.25,56,0,17.27,clear sky
526,Carutapera,BR,-1.195,-46.02,79.21,83,20,7.58,few clouds
527,Mnogovershinnyy,RU,53.9353,139.9242,40.55,75,28,5.7,scattered clouds
528,Drovyanaya,RU,51.5833,113.0333,38.71,53,38,12.12,scattered clouds
529,Tual,ID,-5.6667,132.75,82.31,73,92,0.83,overcast clouds
530,Fukue,JP,32.6881,128.8419,70.16,56,75,10.36,broken clouds
531,Manjeshwar,IN,12.7194,74.8861,77.95,80,76,5.99,broken clouds
532,Pachino,IT,36.7186,15.0907,64.44,84,21,12.15,few clouds
533,Salalah,OM,17.0151,54.0924,71.69,68,0,2.3,clear sky
534,Marti,CU,22.9475,-80.9203,75.85,89,100,4.88,overcast clouds
535,Tarakan,ID,3.3,117.6333,81.9,83,20,6.91,few clouds
536,Kavaratti,IN,10.5669,72.642,81.81,76,100,10.47,overcast clouds
537,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,17.27,overcast clouds
538,Kavieng,PG,-2.5744,150.7967,84.22,70,25,9.64,scattered clouds
539,Sande,DE,53.5049,8.0142,43.03,94,2,9.17,clear sky
540,Alta Gracia,AR,-31.6529,-64.4283,67.89,34,0,6.64,clear sky
541,La Asuncion,VE,11.0333,-63.8628,78.49,86,97,13.04,overcast clouds
542,Kahului,US,20.8947,-156.47,82.42,74,40,20.71,scattered clouds
543,Billings,US,45.7833,-108.5007,58.93,37,75,10.36,broken clouds
544,Zaysan,KZ,47.4667,84.8667,40.86,33,0,2.21,clear sky
545,Keffi,NG,8.8486,7.8736,73.31,85,68,2.37,broken clouds
546,East Stroudsburg,US,40.9995,-75.1813,54.68,92,100,3.0,light rain
547,Sorong,ID,-0.8833,131.25,84.9,69,100,9.4,overcast clouds
548,Mayskiy,RU,47.6931,40.1025,37.44,76,15,9.55,few clouds
549,Ulladulla,AU,-35.35,150.4667,70.77,48,65,7.14,broken clouds
550,Khilok,RU,51.3674,110.4676,41.54,53,89,8.19,light rain
551,Zeerust,ZA,-25.5369,26.0751,63.41,82,42,14.16,scattered clouds
552,Roald,NO,62.5833,6.1333,53.33,82,90,8.05,overcast clouds
553,Mahajanga,MG,-15.7167,46.3167,73.42,88,20,2.3,few clouds
554,Maltahohe,NA,-24.8333,16.9833,57.0,36,0,10.31,clear sky
555,Omboue,GA,-1.5746,9.2618,76.62,90,84,5.66,broken clouds
556,Eregli,TR,37.5133,34.0467,45.9,76,0,5.06,clear sky
557,Kuching,MY,1.55,110.3333,88.02,74,40,4.61,scattered clouds
558,Adrar,MR,20.5022,-10.0711,79.65,21,5,8.84,clear sky
559,Muros,ES,42.7762,-9.0603,59.85,94,78,2.64,broken clouds
560,Tarauaca,BR,-8.1614,-70.7656,79.0,76,90,2.37,overcast clouds
561,Filingue,NE,14.3521,3.3168,85.55,32,100,0.38,overcast clouds
562,Tigil,RU,57.8,158.6667,30.27,93,95,5.79,overcast clouds
563,Robat Karim,IR,35.4846,51.0829,53.46,46,0,13.8,clear sky
564,Sabang,ID,5.8933,95.3214,81.25,74,100,6.06,overcast clouds
565,Amur,RU,54.0,128.0,40.57,72,99,4.63,overcast clouds
566,Marabba,SD,12.35,32.1833,85.59,35,58,6.26,broken clouds
567,Cobija,BO,-11.0267,-68.7692,66.96,96,100,7.58,moderate rain
568,Tagusao,PH,9.1924,117.8141,83.57,70,100,2.19,overcast clouds
569,Benguela,AO,-12.5763,13.4055,73.56,76,100,3.58,light rain
570,Sungaipenuh,ID,-2.0833,101.3833,69.53,89,100,1.19,overcast clouds
571,Viedma,AR,-40.8135,-62.9967,66.43,36,82,36.73,broken clouds
572,Mount Isa,AU,-20.7333,139.5,89.37,31,100,4.61,overcast clouds
573,Preobrazheniye,RU,42.9019,133.9064,57.22,57,0,6.87,clear sky
574,Watrous,CA,51.6668,-105.4679,38.98,87,100,20.71,overcast clouds
575,Pindiga,NG,9.9833,10.9333,73.85,61,89,2.64,overcast clouds
576,Dharchula,IN,29.85,80.5333,65.21,40,0,0.89,clear sky
577,San Fernando,PH,15.0286,120.6898,84.29,65,97,11.16,overcast clouds
578,Atambua,ID,-9.1061,124.8925,87.94,52,93,5.12,overcast clouds
579,Karlskoga,SE,59.3267,14.5239,46.31,86,100,9.6,overcast clouds
580,Puerto Escondido,MX,15.85,-97.0667,79.27,87,92,6.26,overcast clouds
581,Kilindoni,TZ,-7.9139,39.6668,77.79,80,15,5.86,few clouds
582,Qandala,SO,11.472,49.8728,78.35,69,4,1.19,clear sky
583,Ningxiang,CN,37.34,111.2052,54.07,51,52,3.15,broken clouds
584,Hue,VN,16.4667,107.6,71.71,94,75,9.22,broken clouds
585,Hervey Bay,AU,-25.2986,152.8535,84.31,76,94,2.89,overcast clouds
586,Basoko,CD,1.2391,23.616,69.94,97,100,2.3,light rain
587,San Jose,US,37.3394,-121.895,62.89,91,90,11.5,heavy intensity rain
588,Cervo,ES,43.6702,-7.4101,55.2,84,77,7.4,broken clouds
589,College,US,64.8569,-147.8028,28.06,91,90,0.0,light snow
590,Saint-Ambroise,CA,48.5501,-71.3324,42.4,56,83,6.91,broken clouds
591,Balkanabat,TM,39.5108,54.3671,56.52,84,0,1.74,clear sky
592,Kushiro,JP,42.975,144.3747,58.15,67,20,6.91,few clouds
593,Yiyang,CN,28.5892,112.3283,65.3,50,0,4.29,clear sky
594,Balabac,PH,7.9868,117.0645,82.53,77,100,11.43,overcast clouds
595,Aswan,EG,24.0934,32.907,67.3,39,0,8.05,clear sky
596,Inuvik,CA,68.3499,-133.7218,21.96,93,90,1.14,mist
597,Saldanha,ZA,-33.0117,17.9442,51.85,73,0,13.56,clear sky
598,Banda Aceh,ID,5.5577,95.3222,83.26,71,99,4.5,overcast clouds
599,Panlaitan,PH,12.1191,119.8486,84.36,75,100,13.42,overcast clouds
600,Guane,CU,22.2025,-84.0875,78.98,89,100,6.64,overcast clouds
601,Marigot,MF,18.0667,-63.0833,82.18,78,20,9.22,few clouds
602,General Roca,AR,-39.0333,-67.5833,67.62,36,100,39.41,overcast clouds
603,De-Kastri,RU,51.4667,140.7833,49.33,65,11,2.48,few clouds
604,Yinchuan,CN,38.4681,106.2731,55.76,36,97,3.33,overcast clouds
605,Yarada,IN,17.65,83.2667,82.72,74,40,3.44,mist
606,Semnan,IR,35.5729,53.3971,51.03,37,0,3.87,clear sky
607,Madinat Sittah Uktubar,EG,29.8167,31.05,67.6,83,3,7.74,clear sky
608,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,73,90,8.05,overcast clouds
609,Pangnirtung,CA,66.1451,-65.7125,20.21,88,98,2.3,overcast clouds
610,Linxia,CN,35.6003,103.2064,45.03,68,100,3.47,overcast clouds
611,Baghdad,IQ,33.3406,44.4009,55.31,58,0,4.61,clear sky
612,Luderitz,NA,-26.6481,15.1594,58.77,73,0,11.12,clear sky
613,Sola,VU,-13.8833,167.55,80.96,76,35,11.01,scattered clouds
614,Turukhansk,RU,65.8167,87.9833,24.62,95,100,16.82,light snow
615,Mezen,RU,65.8522,44.24,29.73,85,42,13.33,scattered clouds
616,Nacala,MZ,-14.5428,40.6728,76.6,92,29,4.85,scattered clouds
617,Vidim,RU,56.4088,103.1106,36.97,86,97,11.18,light rain
618,Sur,OM,22.5667,59.5289,81.45,57,7,9.08,clear sky
619,Sterling Heights,US,42.5803,-83.0302,48.52,90,90,1.99,heavy intensity rain
620,Aloleng,PH,16.1307,119.7824,84.33,71,100,5.5,overcast clouds
621,Iberia,US,29.9502,-91.7507,72.05,94,1,0.0,clear sky
622,Kogon,UZ,39.7228,64.5517,46.04,65,0,2.3,clear sky
623,Smithers,CA,54.7804,-127.1743,35.92,87,90,2.3,light rain
624,Alyangula,AU,-13.8483,136.4192,89.47,62,75,4.61,broken clouds
625,Nara,JP,34.6851,135.8049,58.5,93,100,6.87,overcast clouds
626,Ruwi,OM,23.5996,58.5507,80.29,52,5,1.66,clear sky
627,Nelson Bay,AU,-32.7167,152.15,77.29,46,3,4.0,clear sky
628,Northam,GB,51.0333,-4.2167,56.08,95,21,11.25,few clouds
629,Buraydah,SA,26.326,43.975,66.65,32,0,5.26,clear sky
630,Rancho Palos Verdes,US,33.7445,-118.387,65.55,88,47,4.0,scattered clouds
631,Acarau,BR,-2.8856,-40.12,79.02,75,5,14.52,clear sky
632,Kinablangan,PH,7.6947,126.5503,84.22,73,98,4.88,overcast clouds
633,Port-Gentil,GA,-0.7193,8.7815,78.53,85,100,10.65,overcast clouds
634,Koumac,NC,-20.5667,164.2833,76.57,70,37,8.66,scattered clouds
635,Puerto Madryn,AR,-42.7692,-65.0385,70.09,35,100,35.81,overcast clouds
636,Caluquembe,AO,-13.7833,14.6833,59.56,80,44,0.69,scattered clouds
637,Pundaguitan,PH,6.3711,126.1689,83.23,74,73,4.23,broken clouds
638,Lubango,AO,-14.9172,13.4925,60.87,40,90,0.85,overcast clouds
639,Palestine,PS,31.9216,35.2033,58.95,92,11,2.59,few clouds
640,Celestun,MX,20.8667,-90.4,80.4,85,25,8.48,scattered clouds
641,Honiara,SB,-9.4333,159.95,83.97,76,79,1.77,broken clouds
642,Deputatskiy,RU,69.3,139.9,4.41,95,100,0.78,overcast clouds
643,Morros,BR,-9.4467,-46.3003,75.76,76,95,1.12,overcast clouds
644,Ninghai,CN,29.2892,121.4247,66.67,73,96,9.19,overcast clouds
645,Ferrol,ES,43.4832,-8.2369,57.72,87,98,6.82,overcast clouds
646,Omsukchan,RU,62.5333,155.8,16.54,94,100,7.23,overcast clouds
647,Zenzeli,RU,45.9241,47.0474,50.27,53,100,16.33,overcast clouds
648,Sangar,RU,63.9242,127.4739,24.55,95,100,6.35,light snow
649,Kamenka,RU,51.3223,42.7678,31.57,78,14,13.67,few clouds
650,Kokuy,RU,52.2037,117.5529,41.14,63,72,8.61,broken clouds
651,Atakpame,TG,7.5333,1.1333,71.44,91,11,3.29,few clouds
652,Rio Grande,BR,-32.035,-52.0986,58.32,70,0,9.33,clear sky
653,Tautira,PF,-17.7333,-149.15,73.42,86,100,22.41,light rain
654,Navirai,BR,-23.065,-54.1906,60.03,83,1,6.2,clear sky
655,Kodinsk,RU,58.6881,99.1844,38.14,88,100,10.16,overcast clouds
656,Lae,PG,-6.7221,146.9847,92.07,60,13,7.67,few clouds
657,Huaihua,CN,27.5494,109.9592,61.63,55,54,3.91,broken clouds
658,Ewa Beach,US,21.3156,-158.0072,84.15,61,20,15.01,few clouds
659,Lusambo,CD,-4.9667,23.45,69.26,99,100,4.94,light rain
660,Aksarka,RU,66.5606,67.7975,19.09,89,51,6.91,broken clouds
661,Rorvik,NO,64.8621,11.2373,49.1,95,100,13.85,light rain
662,Acapulco,MX,16.8634,-99.8901,75.02,94,90,12.66,overcast clouds
663,Road Town,VG,18.4167,-64.6167,82.2,76,39,18.01,light rain
664,Puerto Gaitan,CO,4.3133,-72.0816,77.14,81,59,6.67,broken clouds
665,Bonga,ET,7.2833,36.2333,56.17,81,10,2.93,clear sky
666,Barranca,PE,-10.75,-77.7667,61.56,84,27,7.9,scattered clouds
667,Muroto,JP,33.2833,134.15,59.04,86,100,20.71,light rain
668,Ndele,CF,8.4109,20.6473,70.16,92,100,2.95,overcast clouds
669,Hami,CN,42.8,93.45,47.57,30,0,7.27,clear sky
670,Swift Current,CA,50.2834,-107.8014,38.21,93,1,18.41,clear sky
671,Koraput,IN,18.8167,82.7167,69.89,79,11,3.65,few clouds
672,Palermo,IT,37.8167,13.5833,61.9,86,90,3.96,overcast clouds
673,Bull Savanna,JM,17.8868,-77.5902,77.23,85,90,8.32,overcast clouds
674,San Jeronimo,PE,-11.9472,-75.2829,54.09,74,72,2.73,broken clouds
675,Qitaihe,CN,45.8,130.85,57.99,34,1,9.44,clear sky
676,Pakxan,LA,18.3778,103.6601,78.98,57,87,3.8,overcast clouds
677,Merauke,ID,-8.4667,140.3333,87.08,66,86,5.97,overcast clouds
678,Beyneu,KZ,45.3167,55.2,51.69,39,100,6.71,overcast clouds
679,Ogulin,HR,45.2661,15.2286,49.03,87,8,2.82,clear sky
680,Petatlan,MX,17.5167,-101.2667,74.8,92,100,11.39,overcast clouds
681,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,95,9.22,overcast clouds
682,Hauterive,FR,46.0901,3.4459,45.36,91,11,4.85,few clouds
683,Oranjemund,NA,-28.55,16.4333,58.41,76,0,11.45,clear sky
684,Jiuquan,CN,39.7432,98.5174,49.96,35,97,9.44,overcast clouds
685,Kainantu,PG,-6.2887,145.8655,78.96,44,81,5.88,broken clouds
686,Porto Velho,BR,-8.7619,-63.9039,80.65,83,75,2.3,light rain
687,Auki,SB,-8.7676,160.7034,84.04,74,77,2.06,broken clouds
688,Bani,DO,18.2833,-70.3333,75.87,81,14,7.94,few clouds
689,Flin Flon,CA,54.7682,-101.865,36.46,80,6,9.89,clear sky
690,Pueblo,US,38.2545,-104.6091,63.18,36,1,1.01,clear sky
